_id,Fecha,Hora,Latitud,Longitud,Profundidad,Intensidad
ObjectId("5e3388da4dd6ae6b57699400"),2020-01-30,15:08:29,17.84,-101.02,54.0 km,4
ObjectId("5e3388da4dd6ae6b57699402"),2020-01-30,14:46:22,16.43,-95.01,10.0 km,4
ObjectId("5e3434add2f9ce5cd870d7a8"),2020-01-31,01:45:36,32.43,-115.13,12.0 km,4
ObjectId("5e3434add2f9ce5cd870d7aa"),2020-01-30,21:38:14,16.8,-100.17,10.0 km,4.1
ObjectId("5e3434add2f9ce5cd870d7ac"),2020-01-30,21:31:43,16.51,-97.92,39.0 km,4.2
ObjectId("5e3434add2f9ce5cd870d7b0"),2020-01-30,16:50:45,19.44,-102.17,15.0 km,3.5
ObjectId("5e3434add2f9ce5cd870d7b2"),2020-01-30,16:45:15,19.39,-102.18,10.0 km,3.6
ObjectId("5e3434add2f9ce5cd870d7b4"),2020-01-30,16:44:32,19.38,-102.19,21.0 km,3.4
ObjectId("5e3434add2f9ce5cd870d7b6"),2020-01-30,16:38:33,19.34,-104.03,10.0 km,3.5
ObjectId("5e3434add2f9ce5cd870d7b8"),2020-01-30,16:25:59,19.43,-102.15,13.0 km,3.4
ObjectId("5e3434add2f9ce5cd870d7ba"),2020-01-30,16:25:26,19.43,-102.21,13.0 km,3.5
ObjectId("5e3434add2f9ce5cd870d7bc"),2020-01-30,16:10:36,19.39,-102.12,10.0 km,3.6
ObjectId("5e3434add2f9ce5cd870d7be"),2020-01-30,15:50:03,19.4,-102.14,15.0 km,3.4
ObjectId("5e3434add2f9ce5cd870d7c0"),2020-01-30,15:40:54,19.37,-102.3,10.0 km,3.5
ObjectId("5e3434add2f9ce5cd870d7c2"),2020-01-30,15:37:04,19.46,-102.17,15.0 km,3.6
ObjectId("5e34af41d2f9ce5cd870e507"),2020-01-31,04:59:18,19.39,-102.11,16.0 km,3.4
ObjectId("5e34af41d2f9ce5cd870e509"),2020-01-31,04:51:56,19.54,-103.3,4.0 km,3.4
ObjectId("5e34af41d2f9ce5cd870e50b"),2020-01-31,04:48:57,16.22,-98.08,9.0 km,3.2
ObjectId("5e34af41d2f9ce5cd870e50d"),2020-01-31,04:40:17,19.38,-102.28,15.0 km,3.6
ObjectId("5e34af41d2f9ce5cd870e50f"),2020-01-31,04:38:53,19.46,-102.07,26.0 km,3.5
ObjectId("5e34af41d2f9ce5cd870e511"),2020-01-31,04:37:19,19.4,-102.11,26.0 km,3.5
ObjectId("5e34af41d2f9ce5cd870e513"),2020-01-31,04:27:22,19.28,-102.1,28.0 km,3.7
ObjectId("5e34af41d2f9ce5cd870e515"),2020-01-31,04:24:38,19.42,-102.11,23.0 km,3.6
ObjectId("5e34af41d2f9ce5cd870e517"),2020-01-31,04:08:54,19.3,-102.26,2.0 km,3.8
ObjectId("5e34af41d2f9ce5cd870e519"),2020-01-31,04:08:48,16.29,-98.1,11.0 km,4.1
ObjectId("5e34af41d2f9ce5cd870e51b"),2020-01-31,04:06:05,19.42,-102.11,24.0 km,3.4
ObjectId("5e34af41d2f9ce5cd870e51d"),2020-01-31,04:02:32,19.39,-102.16,21.0 km,3.4
ObjectId("5e34af41d2f9ce5cd870e51f"),2020-01-31,04:01:12,19.43,-102.15,21.0 km,3.6
ObjectId("5e34af41d2f9ce5cd870e521"),2020-01-31,03:58:59,19.28,-102.18,14.0 km,3.4
ObjectId("5e34af41d2f9ce5cd870e523"),2020-01-31,03:56:48,19.39,-102.18,16.0 km,3.5
ObjectId("5e35b7eafdfe9b5a45b0c964"),2020-02-01,10:04:50,15.03,-94.18,13.0 km,4.4
ObjectId("5e35b7eafdfe9b5a45b0c966"),2020-02-01,08:54:36,16.19,-97.49,13.0 km,4.3
ObjectId("5e35b7eafdfe9b5a45b0c968"),2020-02-01,06:24:27,16.47,-95.14,13.0 km,4.2
ObjectId("5e35b7eafdfe9b5a45b0c96a"),2020-02-01,05:22:13,14.52,-92.06,85.0 km,4
ObjectId("5e35b7eafdfe9b5a45b0c96c"),2020-02-01,04:47:28,14.95,-93.38,70.0 km,3.9
ObjectId("5e35b7eafdfe9b5a45b0c96e"),2020-02-01,04:45:35,19.59,-102.16,14.0 km,3.9
ObjectId("5e35b7eafdfe9b5a45b0c970"),2020-02-01,04:33:07,19.58,-102.08,28.0 km,3.9
ObjectId("5e35b7eafdfe9b5a45b0c972"),2020-02-01,04:28:58,15.51,-95,15.0 km,3.6
ObjectId("5e35b7eafdfe9b5a45b0c974"),2020-02-01,04:28:21,19.59,-102.16,16.0 km,3.5
ObjectId("5e35b7eafdfe9b5a45b0c976"),2020-02-01,04:13:06,19.52,-102.29,14.0 km,3.8
ObjectId("5e35b7eafdfe9b5a45b0c978"),2020-02-01,04:05:12,15.15,-94.44,40.0 km,3.8
ObjectId("5e35b7eafdfe9b5a45b0c97a"),2020-02-01,04:05:05,19.45,-102.22,21.0 km,4
ObjectId("5e35b7eafdfe9b5a45b0c97c"),2020-02-01,03:54:19,19.31,-102.22,15.0 km,3.9
ObjectId("5e35b7eafdfe9b5a45b0c97e"),2020-02-01,03:53:28,16.8,-95.03,107.0 km,3.7
ObjectId("5e35b7eafdfe9b5a45b0c980"),2020-02-01,03:45:47,19.47,-102.17,10.0 km,3.7
ObjectId("5e36577934bfe33fb9b38c81"),2020-02-01,21:32:45,13.73,-93.12,15.0 km,5.7
ObjectId("5e36577934bfe33fb9b38c83"),2020-02-01,17:08:28,19.47,-102.27,3.0 km,3.7
ObjectId("5e36577934bfe33fb9b38c85"),2020-02-01,17:07:10,19.44,-102.15,22.0 km,3.5
ObjectId("5e36577934bfe33fb9b38c87"),2020-02-01,16:53:51,17.78,-100.5,47.0 km,3.8
ObjectId("5e36577934bfe33fb9b38c89"),2020-02-01,16:44:54,19.45,-102.15,17.0 km,3.8
ObjectId("5e36577934bfe33fb9b38c8b"),2020-02-01,16:40:14,19.4,-102.2,22.0 km,3.7
ObjectId("5e36577934bfe33fb9b38c8d"),2020-02-01,16:38:55,19.48,-102.17,14.0 km,3.7
ObjectId("5e36577934bfe33fb9b38c8f"),2020-02-01,16:22:34,17.11,-99.16,40.0 km,3.5
ObjectId("5e36577934bfe33fb9b38c91"),2020-02-01,16:19:19,19.45,-102.28,15.0 km,3.7
ObjectId("5e36577934bfe33fb9b38c93"),2020-02-01,16:13:20,19.46,-102.19,15.0 km,3.7
ObjectId("5e36577934bfe33fb9b38c95"),2020-02-01,16:10:54,19.37,-102.27,18.0 km,3.8
ObjectId("5e36577934bfe33fb9b38c97"),2020-02-01,16:07:50,15.71,-95.74,43.0 km,3.6
ObjectId("5e36577934bfe33fb9b38c99"),2020-02-01,16:04:41,16.31,-98.36,3.0 km,3.4
ObjectId("5e36577934bfe33fb9b38c9b"),2020-02-01,16:03:27,19.41,-102.2,15.0 km,3.7
ObjectId("5e36577934bfe33fb9b38c9d"),2020-02-01,15:58:06,19.41,-102.21,15.0 km,3.6
ObjectId("5e383dce34bfe33fb9b390e1"),2020-02-03,05:12:01,16.26,-98.11,10.0 km,4.1
ObjectId("5e383dce34bfe33fb9b390e3"),2020-02-03,04:50:29,19.53,-102.2,10.0 km,3.8
ObjectId("5e383dce34bfe33fb9b390e5"),2020-02-03,04:43:30,19.45,-102.18,19.0 km,3.7
ObjectId("5e383dce34bfe33fb9b390e7"),2020-02-03,04:38:02,19.56,-102.17,15.0 km,3.9
ObjectId("5e383dce34bfe33fb9b390e9"),2020-02-03,04:33:33,19.41,-102.18,12.0 km,3.6
ObjectId("5e383dce34bfe33fb9b390eb"),2020-02-03,04:20:27,19.46,-102.2,12.0 km,3.2
ObjectId("5e383dce34bfe33fb9b390ed"),2020-02-03,04:18:23,15.93,-97.6,16.0 km,3.3
ObjectId("5e383dce34bfe33fb9b390ef"),2020-02-03,04:11:00,15.65,-93.34,84.0 km,3.6
ObjectId("5e383dce34bfe33fb9b390f1"),2020-02-03,04:07:14,19.4,-102.25,7.0 km,3.4
ObjectId("5e383dce34bfe33fb9b390f3"),2020-02-03,04:06:16,15.94,-98.93,15.0 km,4
ObjectId("5e383dce34bfe33fb9b390f5"),2020-02-03,04:05:30,16.27,-98.09,10.0 km,3.2
ObjectId("5e383dce34bfe33fb9b390f7"),2020-02-03,03:50:22,19.44,-102.26,2.0 km,4
ObjectId("5e383dce34bfe33fb9b390f9"),2020-02-03,03:46:17,19.43,-102.18,17.0 km,3.7
ObjectId("5e383dce34bfe33fb9b390fb"),2020-02-03,03:44:11,18.24,-102.65,66.0 km,3.7
ObjectId("5e383dce34bfe33fb9b390fd"),2020-02-03,03:41:45,19.43,-102.14,21.0 km,3.5
ObjectId("5e38789734bfe33fb9b391a8"),2020-02-03,13:03:03,19.59,-102.19,20.0 km,4
ObjectId("5e39834834bfe33fb9b393d1"),2020-02-04,03:35:39,19.46,-102.22,8.0 km,3.4
ObjectId("5e39834834bfe33fb9b393d3"),2020-02-04,03:34:03,19.52,-102.18,15.0 km,3.5
ObjectId("5e39834834bfe33fb9b393d5"),2020-02-04,03:31:54,19.47,-102.17,15.0 km,3.4
ObjectId("5e39834834bfe33fb9b393d7"),2020-02-04,03:26:43,19.46,-102.25,15.0 km,3.5
ObjectId("5e39834834bfe33fb9b393d9"),2020-02-04,03:19:02,15.37,-94.73,16.0 km,3.6
ObjectId("5e39834834bfe33fb9b393db"),2020-02-04,03:17:20,19.49,-102.14,22.0 km,3.6
ObjectId("5e39834834bfe33fb9b393dd"),2020-02-04,03:16:15,19.36,-102.23,15.0 km,3.2
ObjectId("5e39834834bfe33fb9b393df"),2020-02-04,03:12:27,15.52,-95.02,25.0 km,3.5
ObjectId("5e39834834bfe33fb9b393e1"),2020-02-04,03:10:39,19.51,-102.15,21.0 km,3.7
ObjectId("5e39834834bfe33fb9b393e3"),2020-02-04,03:05:41,20.16,-101.6,15.0 km,3.5
ObjectId("5e39834834bfe33fb9b393e5"),2020-02-04,03:04:43,28.07,-112.23,10.0 km,3.7
ObjectId("5e39834834bfe33fb9b393e7"),2020-02-04,03:04:10,19.47,-102.19,15.0 km,3.7
ObjectId("5e39834834bfe33fb9b393e9"),2020-02-04,02:59:29,19.49,-102.14,21.0 km,3.9
ObjectId("5e39834834bfe33fb9b393eb"),2020-02-04,02:56:13,16.43,-95.35,5.0 km,4
ObjectId("5e39834834bfe33fb9b393ed"),2020-02-04,02:55:07,19.58,-102.18,15.0 km,3.6
ObjectId("5e39d9ec34bfe33fb9b394cd"),2020-02-04,13:57:19,18.08,-100.81,56.0 km,4.3
ObjectId("5e39d9ec34bfe33fb9b394cf"),2020-02-04,10:20:46,15.83,-92.77,164.0 km,4.1
ObjectId("5e39d9ec34bfe33fb9b394d1"),2020-02-04,04:59:14,19.86,-104.47,39.0 km,3.5
ObjectId("5e39d9ec34bfe33fb9b394d3"),2020-02-04,04:58:51,17.31,-100.79,46.0 km,3.6
ObjectId("5e39d9ec34bfe33fb9b394d5"),2020-02-04,04:50:36,28.02,-112.23,15.0 km,3.4
ObjectId("5e39d9ec34bfe33fb9b394d7"),2020-02-04,04:50:31,16.44,-95.09,4.0 km,3.7
ObjectId("5e39d9ec34bfe33fb9b394d9"),2020-02-04,04:48:53,19.55,-102.2,10.0 km,3.7
ObjectId("5e39d9ec34bfe33fb9b394db"),2020-02-04,04:43:23,19.56,-102.19,11.0 km,3.6
ObjectId("5e39d9ec34bfe33fb9b394dd"),2020-02-04,04:41:15,15.05,-94.45,18.0 km,3.7
ObjectId("5e39d9ec34bfe33fb9b394df"),2020-02-04,04:40:53,18.21,-103.57,3.0 km,3.5
ObjectId("5e39d9ec34bfe33fb9b394e1"),2020-02-04,04:34:30,19.44,-102.21,15.0 km,3.4
ObjectId("5e39d9ec34bfe33fb9b394e3"),2020-02-04,04:27:54,16.5,-95.08,5.0 km,3.5
ObjectId("5e39d9ec34bfe33fb9b394e5"),2020-02-04,04:21:39,19.67,-102.07,15.0 km,3.7
ObjectId("5e39d9ec34bfe33fb9b394e7"),2020-02-04,04:21:04,19.48,-102.1,16.0 km,3.3
ObjectId("5e39d9ec34bfe33fb9b394e9"),2020-02-04,04:15:30,19.52,-102.14,15.0 km,3.4
ObjectId("5e3adac234bfe33fb9b39780"),2020-02-05,04:57:02,19.45,-102.2,18.0 km,3.5
ObjectId("5e3adac234bfe33fb9b39782"),2020-02-05,04:53:59,19.5,-102.17,24.0 km,3.7
ObjectId("5e3adac234bfe33fb9b39784"),2020-02-05,04:43:05,19.96,-109.51,5.0 km,5
ObjectId("5e3adac234bfe33fb9b39786"),2020-02-05,04:33:20,19.45,-102.18,13.0 km,3.6
ObjectId("5e3adac234bfe33fb9b39788"),2020-02-05,04:29:51,19.49,-102.16,15.0 km,3.5
ObjectId("5e3adac234bfe33fb9b3978a"),2020-02-05,04:23:39,19.38,-102.14,10.0 km,3.6
ObjectId("5e3adac234bfe33fb9b3978c"),2020-02-05,04:15:00,16.44,-95.09,2.0 km,3.5
ObjectId("5e3adac234bfe33fb9b3978e"),2020-02-05,04:08:47,19.47,-102.22,10.0 km,3.7
ObjectId("5e3adac234bfe33fb9b39790"),2020-02-05,04:02:46,19.45,-102.21,15.0 km,3.4
ObjectId("5e3adac234bfe33fb9b39792"),2020-02-05,03:58:48,19.42,-102.21,13.0 km,3.6
ObjectId("5e3adac234bfe33fb9b39794"),2020-02-05,03:57:06,16.74,-99.45,2.0 km,3.4
ObjectId("5e3adac234bfe33fb9b39796"),2020-02-05,03:49:12,19.41,-102.26,5.0 km,3.7
ObjectId("5e3adac234bfe33fb9b39798"),2020-02-05,03:43:28,19.46,-102.16,15.0 km,3.7
ObjectId("5e3adac234bfe33fb9b3979a"),2020-02-05,03:18:41,16.59,-98.96,31.0 km,3.4
ObjectId("5e3adac234bfe33fb9b3979c"),2020-02-05,03:06:53,19.45,-102.2,12.0 km,3.5
ObjectId("5e3b6ef634bfe33fb9b3992c"),2020-02-05,18:28:14,16.63,-94.65,102.0 km,4.5
ObjectId("5e3b6ef634bfe33fb9b3992e"),2020-02-05,17:44:34,14.66,-94.32,16.0 km,4.3
ObjectId("5e3b6ef634bfe33fb9b39930"),2020-02-05,14:27:23,16.63,-94.73,10.0 km,4
ObjectId("5e3b6ef634bfe33fb9b39932"),2020-02-05,14:21:12,16.7,-94.66,4.0 km,4
ObjectId("5e3b6ef634bfe33fb9b39934"),2020-02-05,12:22:06,16.43,-95.1,10.0 km,4
ObjectId("5e3b6ef634bfe33fb9b39936"),2020-02-05,11:16:01,13.76,-92.33,10.0 km,4.1
ObjectId("5e3b6ef634bfe33fb9b39938"),2020-02-05,11:02:42,13.82,-92.38,10.0 km,4.1
ObjectId("5e3c2b8d34bfe33fb9b39a60"),2020-02-06,04:57:08,19.39,-102.22,15.0 km,3.5
ObjectId("5e3c2b8d34bfe33fb9b39a62"),2020-02-06,04:55:07,19.46,-102.11,15.0 km,3.6
ObjectId("5e3c2b8d34bfe33fb9b39a64"),2020-02-06,04:44:44,19.43,-102.07,22.0 km,3.6
ObjectId("5e3c2b8d34bfe33fb9b39a66"),2020-02-06,04:43:32,18.62,-104,27.0 km,3.2
ObjectId("5e3c2b8d34bfe33fb9b39a68"),2020-02-06,04:41:39,18.74,-102.46,7.0 km,3.5
ObjectId("5e3c2b8d34bfe33fb9b39a6a"),2020-02-06,04:41:16,16.53,-95.13,5.0 km,3.5
ObjectId("5e3c2b8d34bfe33fb9b39a6c"),2020-02-06,04:40:03,18.24,-94.92,11.0 km,3.4
ObjectId("5e3c2b8d34bfe33fb9b39a6e"),2020-02-06,04:37:03,19.45,-102.11,24.0 km,3.6
ObjectId("5e3c2b8d34bfe33fb9b39a70"),2020-02-06,04:18:22,16.77,-94.58,10.0 km,3.9
ObjectId("5e3c2b8d34bfe33fb9b39a72"),2020-02-06,04:14:36,16.33,-98.56,10.0 km,3.4
ObjectId("5e3c2b8d34bfe33fb9b39a74"),2020-02-06,04:12:20,19.41,-102.19,12.0 km,3.7
ObjectId("5e3c2b8d34bfe33fb9b39a76"),2020-02-06,04:08:46,19.43,-102.16,9.0 km,3.7
ObjectId("5e3c2b8d34bfe33fb9b39a78"),2020-02-06,03:55:23,19.48,-102.11,30.0 km,3.7
ObjectId("5e3c2b8d34bfe33fb9b39a7a"),2020-02-06,03:42:04,19.44,-102.2,31.0 km,3.7
ObjectId("5e3c2b8d34bfe33fb9b39a7c"),2020-02-06,03:39:13,19.52,-102.02,29.0 km,3.6
ObjectId("5e3d75656678df82f3e6b62b"),2020-02-07,04:45:08,19.45,-102.21,12.0 km,3.6
ObjectId("5e3d75656678df82f3e6b62d"),2020-02-07,04:44:10,19.49,-102.05,25.0 km,3.7
ObjectId("5e3d75656678df82f3e6b62f"),2020-02-07,04:31:53,19.48,-102.17,8.0 km,3.5
ObjectId("5e3d75656678df82f3e6b631"),2020-02-07,04:28:14,19.51,-102.11,19.0 km,3.5
ObjectId("5e3d75656678df82f3e6b633"),2020-02-07,04:22:24,19.41,-102.15,21.0 km,3.4
ObjectId("5e3d75656678df82f3e6b635"),2020-02-07,04:16:05,19.47,-102.13,21.0 km,3.5
ObjectId("5e3d75656678df82f3e6b637"),2020-02-07,04:10:09,19.43,-102.05,23.0 km,3.5
ObjectId("5e3d75656678df82f3e6b639"),2020-02-07,04:09:54,16.05,-98.43,5.0 km,3.4
ObjectId("5e3d75656678df82f3e6b63b"),2020-02-07,04:05:29,16.33,-98.31,11.0 km,3.2
ObjectId("5e3d75656678df82f3e6b63d"),2020-02-07,04:04:14,19.36,-102.06,21.0 km,3.5
ObjectId("5e3d75656678df82f3e6b63f"),2020-02-07,03:59:30,19.53,-102.11,19.0 km,3.5
ObjectId("5e3d75656678df82f3e6b641"),2020-02-07,03:57:37,16.32,-98.1,12.0 km,3
ObjectId("5e3d75656678df82f3e6b643"),2020-02-07,03:44:02,19.48,-102.14,21.0 km,3.7
ObjectId("5e3d75656678df82f3e6b645"),2020-02-07,03:41:23,19.45,-102.18,16.0 km,3.5
ObjectId("5e3d75656678df82f3e6b647"),2020-02-07,03:35:37,19.5,-102.06,20.0 km,3.5
ObjectId("5e3dda316678df82f3e6b717"),2020-02-07,15:03:38,16.3,-98.15,16.0 km,4.2
ObjectId("5e3df51e6678df82f3e6b792"),2020-02-07,16:37:57,15.35,-94.79,26.0 km,4
ObjectId("5e3e61066678df82f3e6b883"),2020-02-07,18:30:32,17.06,-100.03,47.0 km,4
ObjectId("5e3e61066678df82f3e6b885"),2020-02-07,16:59:00,19.49,-102.12,22.0 km,3.9
ObjectId("5e3e61066678df82f3e6b887"),2020-02-07,16:57:49,17.1,-94.2,156.0 km,3.6
ObjectId("5e3e61066678df82f3e6b889"),2020-02-07,16:57:33,19.43,-102.11,22.0 km,3.6
ObjectId("5e3e61066678df82f3e6b88b"),2020-02-07,16:55:26,19.47,-102.12,23.0 km,3.6
ObjectId("5e3e61066678df82f3e6b88d"),2020-02-07,16:42:31,19.44,-102.09,22.0 km,3.5
ObjectId("5e3e61066678df82f3e6b88f"),2020-02-07,16:40:15,19.49,-102.09,23.0 km,3.7
ObjectId("5e3e61066678df82f3e6b892"),2020-02-07,16:31:42,19.5,-102.11,24.0 km,3.8
ObjectId("5e3e61066678df82f3e6b894"),2020-02-07,16:28:41,16.31,-97.83,5.0 km,3.2
ObjectId("5e3e61066678df82f3e6b896"),2020-02-07,16:25:52,19.45,-102.15,20.0 km,3.5
ObjectId("5e3e61066678df82f3e6b898"),2020-02-07,16:25:10,16.6,-96.05,70.0 km,3.7
ObjectId("5e3e61066678df82f3e6b89a"),2020-02-07,16:20:54,19.49,-102.17,14.0 km,3.6
ObjectId("5e3e61066678df82f3e6b89c"),2020-02-07,16:05:11,15.96,-97.68,26.0 km,3.5
ObjectId("5e3e61066678df82f3e6b89e"),2020-02-07,16:00:09,19.43,-102.18,12.0 km,3.7
ObjectId("5e3ef2c46678df82f3e6b977"),2020-02-08,04:52:21,19.43,-102.17,24.0 km,3.5
ObjectId("5e3ef2c46678df82f3e6b979"),2020-02-08,04:38:11,19.53,-102.06,25.0 km,3.5
ObjectId("5e3ef2c46678df82f3e6b97b"),2020-02-08,04:34:27,19.57,-102.12,20.0 km,3.5
ObjectId("5e3ef2c46678df82f3e6b97d"),2020-02-08,04:31:31,19.55,-102.09,20.0 km,3.3
ObjectId("5e3ef2c46678df82f3e6b97f"),2020-02-08,04:27:56,19.35,-102.15,20.0 km,3.7
ObjectId("5e3ef2c46678df82f3e6b981"),2020-02-08,04:22:47,19.52,-102.05,27.0 km,3.5
ObjectId("5e3ef2c46678df82f3e6b983"),2020-02-08,04:18:08,16.08,-96.94,29.0 km,3.1
ObjectId("5e3ef2c46678df82f3e6b985"),2020-02-08,04:17:15,19.55,-102.1,21.0 km,3.7
ObjectId("5e3ef2c46678df82f3e6b987"),2020-02-08,04:13:32,19.58,-102.08,21.0 km,3.4
ObjectId("5e3ef2c46678df82f3e6b989"),2020-02-08,04:04:29,19.47,-102.14,10.0 km,3.4
ObjectId("5e3ef2c46678df82f3e6b98b"),2020-02-08,03:58:07,19.47,-102.11,22.0 km,3.8
ObjectId("5e3ef2c46678df82f3e6b98d"),2020-02-08,03:56:41,19.45,-102.14,21.0 km,3.6
ObjectId("5e3ef2c46678df82f3e6b98f"),2020-02-08,03:55:34,16.48,-95.16,10.0 km,3.5
ObjectId("5e3ef2c46678df82f3e6b991"),2020-02-08,03:50:43,19.5,-102.1,22.0 km,3.7
ObjectId("5e3ef2c46678df82f3e6b993"),2020-02-08,03:43:46,19.49,-102.12,21.0 km,3.7
ObjectId("5e416a0e6678df82f3e72a7c"),2020-02-10,04:53:26,19.45,-102.3,20.0 km,3.5
ObjectId("5e416a0e6678df82f3e72a7e"),2020-02-10,04:51:16,19.46,-102.28,19.0 km,3.6
ObjectId("5e416a0e6678df82f3e72a80"),2020-02-10,04:43:16,19.46,-102.3,5.0 km,3.6
ObjectId("5e416a0e6678df82f3e72a82"),2020-02-10,04:38:04,19.45,-102.28,15.0 km,3.5
ObjectId("5e416a0e6678df82f3e72a84"),2020-02-10,04:15:11,19.43,-102.3,16.0 km,3.8
ObjectId("5e416a0e6678df82f3e72a86"),2020-02-10,04:06:05,16.19,-98.07,6.0 km,3.2
ObjectId("5e416a0e6678df82f3e72a88"),2020-02-10,04:04:16,19.45,-102.3,17.0 km,3.6
ObjectId("5e416a0e6678df82f3e72a8a"),2020-02-10,04:02:12,19.32,-102.24,10.0 km,3.6
ObjectId("5e416a0e6678df82f3e72a8c"),2020-02-10,03:54:09,19.48,-102.25,3.0 km,3.7
ObjectId("5e416a0e6678df82f3e72a8e"),2020-02-10,03:46:16,19.46,-102.27,5.0 km,3.8
ObjectId("5e416a0e6678df82f3e72a90"),2020-02-10,03:43:56,16.26,-99.54,14.0 km,3.5
ObjectId("5e416a0f6678df82f3e72a92"),2020-02-10,03:36:48,19.46,-102.23,5.0 km,3.6
ObjectId("5e416a0f6678df82f3e72a94"),2020-02-10,03:31:17,19.47,-102.25,13.0 km,3.6
ObjectId("5e416a0f6678df82f3e72a96"),2020-02-10,03:28:13,19.47,-102.26,7.0 km,3.7
ObjectId("5e416a0f6678df82f3e72a98"),2020-02-10,03:25:32,16.77,-94.03,140.0 km,3.8
ObjectId("5e41c1fb6678df82f3e752b4"),2020-02-10,12:57:05,16.88,-95.31,98.0 km,4.1
ObjectId("5e423ee16678df82f3e753f0"),2020-02-10,16:39:12,15.9,-95.62,51.0 km,3.7
ObjectId("5e423ee16678df82f3e753f2"),2020-02-10,16:28:35,19.5,-102.12,25.0 km,3.8
ObjectId("5e423ee16678df82f3e753f4"),2020-02-10,15:57:26,19.33,-102.2,25.0 km,3.7
ObjectId("5e423ee16678df82f3e753f6"),2020-02-10,15:22:15,19.39,-102.18,21.0 km,3.7
ObjectId("5e423ee16678df82f3e753f8"),2020-02-10,15:11:11,19.32,-104.08,1.0 km,3.6
ObjectId("5e423ee16678df82f3e753fa"),2020-02-10,14:46:27,16.91,-99.82,19.0 km,3.4
ObjectId("5e423ee16678df82f3e753fc"),2020-02-10,14:12:12,19.44,-102.17,9.0 km,3.9
ObjectId("5e423ee16678df82f3e753fe"),2020-02-10,14:06:28,19.61,-102.22,15.0 km,3.8
ObjectId("5e423ee16678df82f3e75400"),2020-02-10,14:01:38,19.38,-102.25,1.0 km,3.9
ObjectId("5e423ee16678df82f3e75402"),2020-02-10,13:55:50,16.44,-95.1,10.0 km,3.7
ObjectId("5e423ee16678df82f3e75404"),2020-02-10,13:24:32,19.54,-102.22,3.0 km,3.8
ObjectId("5e423ee16678df82f3e75406"),2020-02-10,13:11:55,19.55,-102.24,25.0 km,3.9
ObjectId("5e423ee16678df82f3e75408"),2020-02-10,13:04:30,19.36,-102.29,8.0 km,3.9
ObjectId("5e423ee16678df82f3e7540b"),2020-02-10,12:55:29,14.06,-92.83,10.0 km,4
ObjectId("5e434702926cc53b40c4cf6e"),2020-02-11,15:21:19,16.34,-98.29,9.0 km,4
ObjectId("5e434702926cc53b40c4cf70"),2020-02-11,09:38:23,17.99,-100.72,59.0 km,4.1
ObjectId("5e434702926cc53b40c4cf72"),2020-02-11,04:56:02,17.4,-94.52,139.0 km,3.5
ObjectId("5e434702926cc53b40c4cf74"),2020-02-11,04:52:23,18.16,-103.49,5.0 km,3.8
ObjectId("5e434702926cc53b40c4cf76"),2020-02-11,04:51:36,16.42,-95.22,4.0 km,3.5
ObjectId("5e434702926cc53b40c4cf78"),2020-02-11,04:50:19,16.46,-95.2,4.0 km,3.8
ObjectId("5e434702926cc53b40c4cf7a"),2020-02-11,04:46:42,19.53,-102.28,2.0 km,3.4
ObjectId("5e434702926cc53b40c4cf7c"),2020-02-11,04:39:14,19.5,-102.28,2.0 km,3.5
ObjectId("5e434702926cc53b40c4cf7e"),2020-02-11,04:36:05,14.71,-93.07,33.0 km,3.7
ObjectId("5e434702926cc53b40c4cf80"),2020-02-11,04:19:58,19.5,-102.24,2.0 km,3.6
ObjectId("5e434702926cc53b40c4cf82"),2020-02-11,04:07:15,16.89,-100.12,18.0 km,3.3
ObjectId("5e434702926cc53b40c4cf84"),2020-02-11,03:50:41,19.52,-102.26,2.0 km,3.6
ObjectId("5e434702926cc53b40c4cf86"),2020-02-11,03:47:44,19.55,-102.24,2.0 km,3.6
ObjectId("5e434702926cc53b40c4cf88"),2020-02-11,03:43:02,17.3,-94.91,128.0 km,3.5
ObjectId("5e434702926cc53b40c4cf8a"),2020-02-11,03:39:14,16.29,-98.16,18.0 km,3.3
ObjectId("5e440d66926cc53b40c4d122"),2020-02-12,05:09:48,19.51,-102.4,5.0 km,4
ObjectId("5e440d66926cc53b40c4d124"),2020-02-12,04:51:33,17.58,-97.39,61.0 km,3.5
ObjectId("5e440d66926cc53b40c4d126"),2020-02-12,04:50:32,16.57,-98.49,32.0 km,3.4
ObjectId("5e440d66926cc53b40c4d128"),2020-02-12,04:40:58,19.44,-102.32,17.0 km,3.6
ObjectId("5e440d66926cc53b40c4d12a"),2020-02-12,04:28:40,16.71,-99.48,2.0 km,3.5
ObjectId("5e440d66926cc53b40c4d12c"),2020-02-12,04:21:14,16.33,-98.15,15.0 km,3.4
ObjectId("5e440d66926cc53b40c4d12e"),2020-02-12,04:10:27,19.45,-102.25,3.0 km,3.6
ObjectId("5e440d66926cc53b40c4d130"),2020-02-12,04:05:02,15.32,-94.72,22.0 km,3.9
ObjectId("5e440d66926cc53b40c4d132"),2020-02-12,03:57:12,19.51,-102.39,5.0 km,4.1
ObjectId("5e440d66926cc53b40c4d134"),2020-02-12,03:39:13,16.3,-98.3,5.0 km,3.7
ObjectId("5e440d66926cc53b40c4d136"),2020-02-12,03:31:49,17.27,-95.14,124.0 km,4.1
ObjectId("5e440d66926cc53b40c4d138"),2020-02-12,03:27:47,16.23,-97.87,13.0 km,3.3
