_id,Fecha,Hora,Latitud,Longitud,Profundidad,Intensidad
ObjectId("5df0503e399f3d4738958cda"),2019-12-10,14:25:54,16.68,-94,145.0 km,3.8
ObjectId("5df0503e399f3d4738958cdc"),2019-12-10,13:46:24,30.82,-114.22,10.0 km,3.9
ObjectId("5df0503e399f3d4738958cde"),2019-12-10,13:46:21,15.56,-95.67,37.0 km,4
ObjectId("5df0946a399f3d4738958d74"),2019-12-10,20:48:21,31.68,-116.21,15.0 km,4.1
ObjectId("5df10114afdde9c7e7b26226"),2019-12-11,04:51:41,16.1,-97.59,8.0 km,3.8
ObjectId("5df10114afdde9c7e7b26228"),2019-12-11,04:19:28,18.17,-103.5,5.0 km,3.6
ObjectId("5df10114afdde9c7e7b2622a"),2019-12-11,04:14:08,16.33,-97.96,10.0 km,3.6
ObjectId("5df10114afdde9c7e7b2622c"),2019-12-11,03:53:08,16.51,-94.51,12.0 km,3.7
ObjectId("5df10114afdde9c7e7b2622e"),2019-12-11,03:38:31,18.26,-100.9,61.0 km,3.6
ObjectId("5df10114afdde9c7e7b26230"),2019-12-11,02:10:50,15.92,-95.26,47.0 km,3.7
ObjectId("5df10114afdde9c7e7b26232"),2019-12-11,02:08:43,32.25,-115.32,4.0 km,3.6
ObjectId("5df10114afdde9c7e7b26234"),2019-12-11,01:29:27,16.79,-99.66,8.0 km,3.2
ObjectId("5df10114afdde9c7e7b26236"),2019-12-11,01:16:47,18.99,-104.95,16.0 km,4.1
ObjectId("5df10114afdde9c7e7b26238"),2019-12-11,01:08:35,16.52,-98.53,15.0 km,3.2
ObjectId("5df10114afdde9c7e7b2623a"),2019-12-11,00:42:14,14.85,-92.44,102.0 km,3.6
ObjectId("5df10114afdde9c7e7b2623c"),2019-12-11,00:18:21,16.7,-94.35,117.0 km,3.9
ObjectId("5df10114afdde9c7e7b2623e"),2019-12-11,00:17:47,18.2,-106.11,16.0 km,3.8
ObjectId("5df10114afdde9c7e7b26240"),2019-12-11,00:08:09,16.55,-95.39,63.0 km,3.7
ObjectId("5df10114afdde9c7e7b26242"),2019-12-11,00:03:57,31.16,-115.37,20.0 km,3.6
ObjectId("5df1da19afdde9c7e7b2643e"),2019-12-11,22:02:51,15.91,-95.05,31.0 km,4.4
ObjectId("5df1da19afdde9c7e7b26440"),2019-12-11,16:50:40,16.47,-98.41,11.0 km,3.2
ObjectId("5df1da19afdde9c7e7b26442"),2019-12-11,16:06:46,18.53,-103.61,5.0 km,3.4
ObjectId("5df1da19afdde9c7e7b26444"),2019-12-11,15:15:01,15.58,-95.06,33.0 km,3.9
ObjectId("5df1da19afdde9c7e7b26446"),2019-12-11,15:07:16,16.3,-98.17,19.0 km,3.2
ObjectId("5df1da19afdde9c7e7b26448"),2019-12-11,14:52:07,17.55,-95.72,101.0 km,3.5
ObjectId("5df1da19afdde9c7e7b2644a"),2019-12-11,14:45:52,15.91,-96.94,16.0 km,3.4
ObjectId("5df1da19afdde9c7e7b2644c"),2019-12-11,12:31:15,17.04,-99.99,36.0 km,3.4
ObjectId("5df1da19afdde9c7e7b2644e"),2019-12-11,12:30:28,16.3,-97.99,18.0 km,3.1
ObjectId("5df1da19afdde9c7e7b26450"),2019-12-11,11:56:42,18.3,-98.07,50.0 km,3.1
ObjectId("5df1da19afdde9c7e7b26452"),2019-12-11,11:05:13,31.83,-114.76,20.0 km,3.9
ObjectId("5df1da19afdde9c7e7b26454"),2019-12-11,10:59:36,16.58,-98.59,24.0 km,3.5
ObjectId("5df1da19afdde9c7e7b26456"),2019-12-11,10:19:19,16.43,-98.41,32.0 km,3.3
ObjectId("5df1da19afdde9c7e7b26458"),2019-12-11,09:58:31,15.62,-96.14,6.0 km,4.1
ObjectId("5df1da19afdde9c7e7b2645a"),2019-12-11,09:18:12,15.61,-96.53,16.0 km,3.6
ObjectId("5df25431b7c3fbc1d3ed75bf"),2019-12-12,07:26:33,30.68,-114.05,10.0 km,4.1
ObjectId("5df25431b7c3fbc1d3ed75c1"),2019-12-12,06:25:33,30.63,-114.05,10.0 km,4.8
ObjectId("5df25431b7c3fbc1d3ed75c3"),2019-12-12,04:52:25,16.53,-98.4,26.0 km,3.1
ObjectId("5df25431b7c3fbc1d3ed75c5"),2019-12-12,04:22:20,16.27,-98.03,8.0 km,3.3
ObjectId("5df25431b7c3fbc1d3ed75c7"),2019-12-12,03:42:26,16.23,-97.27,8.0 km,3.3
ObjectId("5df25431b7c3fbc1d3ed75c9"),2019-12-12,03:33:20,17.14,-100.3,46.0 km,3.6
ObjectId("5df25431b7c3fbc1d3ed75cb"),2019-12-12,03:31:23,16.46,-94.57,10.0 km,3.4
ObjectId("5df25431b7c3fbc1d3ed75cd"),2019-12-12,03:06:35,15.27,-94.76,15.0 km,3.5
ObjectId("5df25431b7c3fbc1d3ed75cf"),2019-12-12,02:15:46,15.99,-99.18,16.0 km,3.5
ObjectId("5df25431b7c3fbc1d3ed75d1"),2019-12-12,01:45:27,16.22,-95.24,6.0 km,3.6
ObjectId("5df25431b7c3fbc1d3ed75d3"),2019-12-12,01:24:43,15.82,-95.28,34.0 km,3.3
ObjectId("5df25431b7c3fbc1d3ed75d5"),2019-12-12,00:29:34,16.5,-95.14,59.0 km,3.6
ObjectId("5df25431b7c3fbc1d3ed75d7"),2019-12-12,00:09:32,16.35,-94.04,102.0 km,3.7
ObjectId("5df25431b7c3fbc1d3ed75d9"),2019-12-12,00:06:03,16.08,-96.89,31.0 km,3.2
ObjectId("5df25431b7c3fbc1d3ed75db"),2019-12-11,23:56:21,16.02,-97.56,15.0 km,2.9
ObjectId("5df3a5df375227d7b6732a57"),2019-12-13,08:40:37,13.73,-92.41,10.0 km,4.1
ObjectId("5df3a5df375227d7b6732a59"),2019-12-13,04:48:23,16.11,-96.41,54.0 km,3.9
ObjectId("5df3a5df375227d7b6732a5b"),2019-12-13,04:17:02,18.21,-97.95,57.0 km,3.1
ObjectId("5df3a5df375227d7b6732a5d"),2019-12-13,04:13:35,15.98,-95.27,28.0 km,4
ObjectId("5df3a5df375227d7b6732a5f"),2019-12-13,04:11:21,16.26,-98.13,13.0 km,3.4
ObjectId("5df3a5df375227d7b6732a61"),2019-12-13,03:55:42,16.28,-98.09,10.0 km,3
ObjectId("5df3a5df375227d7b6732a63"),2019-12-13,03:54:54,16.27,-98.12,11.0 km,3.5
ObjectId("5df3a5df375227d7b6732a65"),2019-12-13,03:51:36,16.27,-98.13,12.0 km,3.5
ObjectId("5df3a5df375227d7b6732a67"),2019-12-13,03:19:50,15.93,-98.13,13.0 km,3.8
ObjectId("5df3a5df375227d7b6732a69"),2019-12-13,02:22:08,15.31,-94.72,18.0 km,3.7
ObjectId("5df3a5df375227d7b6732a6b"),2019-12-13,01:59:47,16.74,-94.69,12.0 km,3.4
ObjectId("5df3a5df375227d7b6732a6d"),2019-12-13,01:50:42,16.88,-94.81,114.0 km,3.3
ObjectId("5df3a5df375227d7b6732a6f"),2019-12-13,01:39:01,16.22,-98.05,4.0 km,3.4
ObjectId("5df3a5df375227d7b6732a71"),2019-12-13,01:31:13,14.52,-92.68,50.0 km,3.9
ObjectId("5df3a5df375227d7b6732a73"),2019-12-13,01:17:14,19.66,-102.42,66.0 km,3.8
ObjectId("5df40843375227d7b6732b7b"),2019-12-13,09:01:57,19.13,-104.33,7.0 km,4.2
ObjectId("5df466a2375227d7b6732c24"),2019-12-13,15:17:39,17.92,-100.48,61.0 km,3.7
ObjectId("5df466a2375227d7b6732c26"),2019-12-13,15:15:44,15.01,-92.16,114.0 km,3.6
ObjectId("5df466a2375227d7b6732c28"),2019-12-13,14:04:04,17.91,-101.25,57.0 km,3.7
ObjectId("5df466a2375227d7b6732c2a"),2019-12-13,14:01:50,16.98,-102.43,16.0 km,3.9
ObjectId("5df466a2375227d7b6732c2c"),2019-12-13,13:24:54,16.64,-98.84,10.0 km,3.6
ObjectId("5df466a2375227d7b6732c2e"),2019-12-13,13:00:18,15.19,-94.84,25.0 km,3.9
ObjectId("5df466a2375227d7b6732c30"),2019-12-13,11:31:05,15.31,-94.51,11.0 km,3.8
ObjectId("5df466a2375227d7b6732c32"),2019-12-13,11:18:05,16.11,-97.47,26.0 km,3.4
ObjectId("5df466a2375227d7b6732c34"),2019-12-13,11:12:42,15.43,-94.77,37.0 km,3.8
ObjectId("5df466a2375227d7b6732c36"),2019-12-13,11:05:27,19.22,-104.98,25.0 km,3.5
ObjectId("5df466a2375227d7b6732c38"),2019-12-13,10:43:43,16.27,-98.01,33.0 km,3.1
ObjectId("5df466a2375227d7b6732c3a"),2019-12-13,10:36:18,15.39,-94.82,15.0 km,3.4
ObjectId("5df466a2375227d7b6732c3c"),2019-12-13,09:34:54,20.17,-104.28,66.0 km,3.5
ObjectId("5df466a2375227d7b6732c3e"),2019-12-13,09:32:48,15.89,-98.22,14.0 km,3.6
ObjectId("5df466a2375227d7b6732c40"),2019-12-13,09:03:53,16,-96.92,41.0 km,3.8
ObjectId("5df4f997cfc201f897803df5"),2019-12-14,04:14:05,27.69,-111.7,7.0 km,4.1
ObjectId("5df4f997cfc201f897803df7"),2019-12-14,01:08:45,14.65,-92.7,4.0 km,4.3
ObjectId("5df545dbcfc201f897803edf"),2019-12-14,11:48:53,23.95,-108.7,16.0 km,4.1
ObjectId("5df545dbcfc201f897803ee1"),2019-12-14,04:45:23,17.35,-100.83,8.0 km,3.7
ObjectId("5df545dbcfc201f897803ee3"),2019-12-14,04:38:59,19.66,-102.35,95.0 km,3.8
ObjectId("5df545dbcfc201f897803ee5"),2019-12-14,04:33:43,31.78,-116.23,20.0 km,3.5
ObjectId("5df545dbcfc201f897803ee8"),2019-12-14,04:13:59,16.3,-98.11,12.0 km,3.9
ObjectId("5df545dbcfc201f897803eea"),2019-12-14,04:13:52,18.03,-101.96,11.0 km,3.7
ObjectId("5df545dbcfc201f897803eec"),2019-12-14,04:02:19,15.98,-96.03,51.0 km,3.7
ObjectId("5df545dbcfc201f897803eee"),2019-12-14,03:49:33,16.3,-97.88,3.0 km,3.5
ObjectId("5df545dbcfc201f897803ef0"),2019-12-14,03:35:25,16.38,-95.29,4.0 km,3.6
ObjectId("5df545dbcfc201f897803ef2"),2019-12-14,03:02:02,16.2,-97.86,19.0 km,3.1
ObjectId("5df545dbcfc201f897803ef4"),2019-12-14,02:58:22,32.26,-115.2,19.0 km,3.5
ObjectId("5df545dbcfc201f897803ef6"),2019-12-14,02:22:03,16.36,-97.84,3.0 km,3.6
ObjectId("5df545dbcfc201f897803ef8"),2019-12-14,02:06:16,16.25,-98.26,12.0 km,3.6
ObjectId("5df545dbcfc201f897803efa"),2019-12-14,01:53:56,17.3,-94.36,165.0 km,3.8
ObjectId("5df6b72a42820239b128db9f"),2019-12-15,15:19:22,16.31,-98.11,14.0 km,4.2
ObjectId("5df6b72a42820239b128dba1"),2019-12-15,06:45:24,14.94,-93.99,17.0 km,4.1
ObjectId("5df6b72a42820239b128dba3"),2019-12-15,04:48:17,16.16,-97.29,28.0 km,3.1
ObjectId("5df6b72a42820239b128dba5"),2019-12-15,04:26:02,16.67,-94.76,103.0 km,3.3
ObjectId("5df6b72a42820239b128dba7"),2019-12-15,04:06:42,16.33,-98.29,11.0 km,3.1
ObjectId("5df6b72a42820239b128dba9"),2019-12-15,03:56:19,15.91,-97.8,16.0 km,3.5
ObjectId("5df6b72a42820239b128dbab"),2019-12-15,03:53:43,17,-99.7,27.0 km,3
ObjectId("5df6b72a42820239b128dbad"),2019-12-15,03:39:58,16.34,-98.29,10.0 km,3.1
ObjectId("5df6b72a42820239b128dbaf"),2019-12-15,03:22:25,17.3,-100.71,31.0 km,3.7
ObjectId("5df6b72a42820239b128dbb1"),2019-12-15,03:18:33,16.28,-98.07,6.0 km,3.5
ObjectId("5df6b72a42820239b128dbb3"),2019-12-15,03:04:50,15.11,-94.22,39.0 km,3.8
ObjectId("5df6b72a42820239b128dbb5"),2019-12-15,03:02:51,16.84,-94.83,65.0 km,3.7
ObjectId("5df6b72a42820239b128dbb7"),2019-12-15,03:00:17,14.28,-94.36,10.0 km,3.4
ObjectId("5df6b72a42820239b128dbb9"),2019-12-15,02:39:06,16.91,-95.36,94.0 km,3.3
ObjectId("5df6b72a42820239b128dbbb"),2019-12-15,02:26:48,16.48,-95.08,21.0 km,3.2
ObjectId("5df7230942820239b128dce4"),2019-12-15,16:46:41,16.61,-96.23,84.0 km,3.6
ObjectId("5df7230942820239b128dce6"),2019-12-15,16:15:19,15.75,-95.71,32.0 km,3.7
ObjectId("5df7230942820239b128dce8"),2019-12-15,16:11:22,19.53,-104.08,57.0 km,3.5
ObjectId("5df7230942820239b128dcea"),2019-12-15,16:07:45,18.62,-101.37,69.0 km,3.6
ObjectId("5df7230942820239b128dcec"),2019-12-15,16:01:10,17.38,-101.12,49.0 km,3.6
ObjectId("5df7230942820239b128dcef"),2019-12-15,14:37:24,16.04,-98.57,15.0 km,3.5
ObjectId("5df7230942820239b128dcf1"),2019-12-15,14:22:54,16.34,-97.95,2.0 km,3.4
ObjectId("5df7230942820239b128dcf3"),2019-12-15,14:21:55,16.31,-97.95,8.0 km,3.1
ObjectId("5df7230942820239b128dcf5"),2019-12-15,12:58:20,16.63,-94.88,102.0 km,3.8
ObjectId("5df7230942820239b128dcf7"),2019-12-15,12:31:25,14.56,-92.53,61.0 km,3.7
ObjectId("5df7230942820239b128dcf9"),2019-12-15,11:22:36,15.87,-94.13,95.0 km,3.7
ObjectId("5df7230942820239b128dcfb"),2019-12-15,11:06:54,28.06,-112.29,5.0 km,3.6
ObjectId("5df7230942820239b128dcfd"),2019-12-15,09:48:53,16.05,-97.57,14.0 km,3
ObjectId("5df7230942820239b128dcff"),2019-12-15,08:44:25,16.26,-97.72,29.0 km,3.6
ObjectId("5df798cf1dfe7230ae0acd08"),2019-12-16,08:07:15,18.01,-99.29,53.0 km,4.3
ObjectId("5df798cf1dfe7230ae0acd0a"),2019-12-16,05:35:25,16.75,-94.16,136.0 km,4.3
ObjectId("5df798cf1dfe7230ae0acd0c"),2019-12-16,04:50:22,16.13,-95.68,51.0 km,3.8
ObjectId("5df798cf1dfe7230ae0acd0e"),2019-12-16,04:38:09,16.35,-97.82,7.0 km,3.2
ObjectId("5df798cf1dfe7230ae0acd10"),2019-12-16,04:24:21,16.36,-97.86,10.0 km,3.1
ObjectId("5df798cf1dfe7230ae0acd12"),2019-12-16,04:06:39,17.14,-94.7,129.0 km,3.8
ObjectId("5df798cf1dfe7230ae0acd14"),2019-12-16,03:49:28,15.69,-95.2,63.0 km,3.7
ObjectId("5df798cf1dfe7230ae0acd16"),2019-12-16,03:28:22,15.86,-95.77,52.0 km,4
ObjectId("5df798cf1dfe7230ae0acd18"),2019-12-16,03:02:08,16.55,-94.62,57.0 km,3.6
ObjectId("5df798cf1dfe7230ae0acd1a"),2019-12-16,03:01:09,16.95,-95.13,114.0 km,3.7
ObjectId("5df798cf1dfe7230ae0acd1c"),2019-12-16,03:00:47,16.26,-98.09,12.0 km,3.4
ObjectId("5df798cf1dfe7230ae0acd1e"),2019-12-16,02:58:48,30.58,-114.11,16.0 km,4
ObjectId("5df798cf1dfe7230ae0acd20"),2019-12-16,02:49:55,15.19,-92.88,118.0 km,3.7
ObjectId("5df798cf1dfe7230ae0acd22"),2019-12-16,01:57:07,16.25,-98.02,4.0 km,3.3
ObjectId("5df798cf1dfe7230ae0acd24"),2019-12-16,01:52:07,15.81,-95.1,16.0 km,3.7
ObjectId("5df804ca1dfe7230ae0ace3d"),2019-12-16,12:06:02,17.06,-95.39,112.0 km,4
ObjectId("5df804ca1dfe7230ae0ace3f"),2019-12-16,11:19:30,15.87,-96.35,44.0 km,4.1
ObjectId("5df804ca1dfe7230ae0ace41"),2019-12-16,11:09:24,15.64,-94.71,33.0 km,4.1
ObjectId("5df8f8ba1dfe7230ae0ad096"),2019-12-17,08:49:13,14.98,-93.99,13.0 km,4.2
ObjectId("5df8f8ba1dfe7230ae0ad098"),2019-12-17,07:45:01,15.66,-94.71,17.0 km,4.1
ObjectId("5df8f8ba1dfe7230ae0ad09a"),2019-12-17,04:27:00,16.6,-94.48,15.0 km,3.3
ObjectId("5df8f8ba1dfe7230ae0ad09c"),2019-12-17,04:25:16,15.51,-95.1,16.0 km,3.7
ObjectId("5df8f8ba1dfe7230ae0ad09e"),2019-12-17,04:19:06,28.02,-112.19,10.0 km,3.6
ObjectId("5df8f8ba1dfe7230ae0ad0a0"),2019-12-17,04:17:17,15.77,-94.94,15.0 km,3.4
ObjectId("5df8f8ba1dfe7230ae0ad0a2"),2019-12-17,04:15:55,28.06,-112.3,10.0 km,4
ObjectId("5df8f8ba1dfe7230ae0ad0a4"),2019-12-17,04:01:15,16.27,-98.04,5.0 km,3.1
ObjectId("5df8f8ba1dfe7230ae0ad0a6"),2019-12-17,02:57:03,16.11,-98.33,5.0 km,3.7
ObjectId("5df8f8ba1dfe7230ae0ad0a8"),2019-12-17,02:48:01,15.87,-97.18,37.0 km,3.4
ObjectId("5df8f8ba1dfe7230ae0ad0aa"),2019-12-17,02:42:07,16.17,-97.55,32.0 km,3.5
ObjectId("5df8f8ba1dfe7230ae0ad0ac"),2019-12-17,02:25:21,15.85,-98.42,13.0 km,3.2
ObjectId("5df8f8ba1dfe7230ae0ad0ae"),2019-12-17,02:21:04,16.27,-99.55,5.0 km,3.5
ObjectId("5df8f8ba1dfe7230ae0ad0b0"),2019-12-17,01:51:50,17.67,-94.66,163.0 km,3.9
ObjectId("5df8f8ba1dfe7230ae0ad0b2"),2019-12-17,01:46:35,15.92,-95.64,39.0 km,3.6
ObjectId("5df91b701dfe7230ae0ad13e"),2019-12-17,10:31:22,15.19,-92.99,93.0 km,4
ObjectId("5df942a71dfe7230ae0ad1d7"),2019-12-17,13:29:30,16.04,-98.67,15.0 km,4.1
ObjectId("5dfa42571dfe7230ae0ad389"),2019-12-18,04:33:28,17.95,-97.38,67.0 km,3.9
ObjectId("5dfa42571dfe7230ae0ad38b"),2019-12-18,04:18:28,15.95,-95.31,64.0 km,3.9
ObjectId("5dfa42571dfe7230ae0ad38d"),2019-12-18,04:06:43,14.95,-94.21,16.0 km,3.7
ObjectId("5dfa42571dfe7230ae0ad38f"),2019-12-18,03:28:06,16.3,-98.07,10.0 km,4
ObjectId("5dfa42571dfe7230ae0ad391"),2019-12-18,03:00:41,19.25,-104.24,5.0 km,3.9
ObjectId("5dfa42571dfe7230ae0ad393"),2019-12-18,02:55:03,15.15,-94.64,24.0 km,4
ObjectId("5dfa42571dfe7230ae0ad395"),2019-12-18,02:53:54,15.98,-97.63,15.0 km,3.6
ObjectId("5dfa42571dfe7230ae0ad397"),2019-12-18,02:41:10,15.5,-93.68,70.0 km,4
ObjectId("5dfa42571dfe7230ae0ad399"),2019-12-18,02:41:09,15.32,-93.8,47.0 km,4
ObjectId("5dfa42571dfe7230ae0ad39b"),2019-12-18,02:37:30,17.07,-99.61,31.0 km,3.3
ObjectId("5dfa42571dfe7230ae0ad39d"),2019-12-18,02:37:06,16.03,-97.6,26.0 km,3.2
ObjectId("5dfa42571dfe7230ae0ad39f"),2019-12-18,02:36:24,16.03,-97.61,17.0 km,4
ObjectId("5dfa42571dfe7230ae0ad3a1"),2019-12-18,02:22:58,16.03,-97.67,16.0 km,4
ObjectId("5dfa42571dfe7230ae0ad3a3"),2019-12-18,02:10:18,16.93,-98.9,43.0 km,3.4
ObjectId("5dfa42571dfe7230ae0ad3a5"),2019-12-18,01:39:52,16.44,-95.79,23.0 km,3.8
ObjectId("5dfe89921d3faec122d7e229"),2019-12-21,14:08:41,16.46,-94.51,105.0 km,4
ObjectId("5dfe89921d3faec122d7e22b"),2019-12-21,06:06:33,19.14,-104.28,19.0 km,4.4
ObjectId("5dfe89921d3faec122d7e22d"),2019-12-21,04:57:33,16.1,-96.97,47.0 km,3.6
ObjectId("5dfe89921d3faec122d7e22f"),2019-12-21,04:42:56,18.06,-103.35,3.0 km,3.5
ObjectId("5dfe89921d3faec122d7e231"),2019-12-21,04:37:29,15.97,-95.12,23.0 km,3.7
ObjectId("5dfe89921d3faec122d7e233"),2019-12-21,04:25:31,15.85,-93.91,84.0 km,4.1
ObjectId("5dfe89921d3faec122d7e235"),2019-12-21,03:52:39,13.67,-92.38,56.0 km,4.1
ObjectId("5dfe89921d3faec122d7e237"),2019-12-21,03:11:44,16.48,-94.61,12.0 km,3.5
ObjectId("5dfe89921d3faec122d7e239"),2019-12-21,02:51:03,16.27,-98.14,19.0 km,3
ObjectId("5dfe89921d3faec122d7e23b"),2019-12-21,02:41:47,16.28,-98.2,22.0 km,3.1
ObjectId("5dfe89921d3faec122d7e23d"),2019-12-21,02:05:40,18.34,-103.25,66.0 km,3.3
ObjectId("5dfe89921d3faec122d7e23f"),2019-12-21,01:52:51,16.03,-97.3,27.0 km,3.3
ObjectId("5dfe89921d3faec122d7e241"),2019-12-21,01:51:46,18.18,-100.62,72.0 km,3.8
ObjectId("5dfe89921d3faec122d7e243"),2019-12-21,01:45:57,15.81,-93.84,79.0 km,3.7
ObjectId("5dfe89921d3faec122d7e245"),2019-12-21,01:38:22,31.18,-116.58,10.0 km,3.4
ObjectId("5dffcbff1d3faec122d7e3c8"),2019-12-22,10:56:18,15.72,-93.71,90.0 km,4.1
ObjectId("5dffcbff1d3faec122d7e3ca"),2019-12-22,10:19:28,19.49,-104.26,81.0 km,4
ObjectId("5dffcbff1d3faec122d7e3cc"),2019-12-22,05:11:51,16.26,-98.1,11.0 km,4
ObjectId("5dffcbff1d3faec122d7e3ce"),2019-12-22,04:24:46,15.92,-94.36,82.0 km,3.7
ObjectId("5dffcbff1d3faec122d7e3d0"),2019-12-22,04:12:57,16.42,-98.64,28.0 km,3.2
ObjectId("5dffcbff1d3faec122d7e3d2"),2019-12-22,04:02:09,16.04,-97.5,33.0 km,3.4
ObjectId("5dffcbff1d3faec122d7e3d4"),2019-12-22,03:58:04,16.56,-95.15,63.0 km,4.1
ObjectId("5dffcbff1d3faec122d7e3d6"),2019-12-22,03:57:40,15.15,-94.54,16.0 km,3.7
ObjectId("5dffcbff1d3faec122d7e3d8"),2019-12-22,03:41:16,16.39,-99.45,2.0 km,3.9
ObjectId("5dffcbff1d3faec122d7e3da"),2019-12-22,03:25:18,15.1,-94.4,16.0 km,3.8
ObjectId("5dffcbff1d3faec122d7e3dc"),2019-12-22,03:09:19,16.4,-98.26,22.0 km,3.1
ObjectId("5dffcbff1d3faec122d7e3de"),2019-12-22,03:03:33,15.11,-93.13,80.0 km,3.7
ObjectId("5dffcbff1d3faec122d7e3e0"),2019-12-22,03:01:20,16.51,-99.35,5.0 km,3.4
ObjectId("5dffcbff1d3faec122d7e3e2"),2019-12-22,02:58:48,16.13,-98.37,4.0 km,3.5
ObjectId("5dffcbff1d3faec122d7e3e4"),2019-12-22,02:50:29,15.87,-97.25,2.0 km,3.4
ObjectId("5e00c4e91d3faec122d7e59b"),2019-12-22,20:19:19,14.06,-92.37,59.0 km,4.1
ObjectId("5e00c4e91d3faec122d7e59d"),2019-12-22,16:41:20,15.87,-95.95,49.0 km,3.8
ObjectId("5e00c4e91d3faec122d7e59f"),2019-12-22,16:39:25,16.65,-94.49,53.0 km,3.7
ObjectId("5e00c4e91d3faec122d7e5a1"),2019-12-22,16:03:30,17.17,-99.93,38.0 km,3.7
ObjectId("5e00c4e91d3faec122d7e5a3"),2019-12-22,15:24:00,31.31,-116.04,20.0 km,2.1
ObjectId("5e00c4e91d3faec122d7e5a5"),2019-12-22,14:48:41,18.35,-103.84,16.0 km,3.2
ObjectId("5e00c4e91d3faec122d7e5a7"),2019-12-22,14:39:17,17.14,-96.02,75.0 km,3.7
ObjectId("5e00c4e91d3faec122d7e5a9"),2019-12-22,13:54:45,16.54,-98.49,11.0 km,3.3
ObjectId("5e00c4e91d3faec122d7e5ab"),2019-12-22,12:55:02,17.37,-94.74,153.0 km,3.7
ObjectId("5e00c4e91d3faec122d7e5ad"),2019-12-22,12:05:57,16.4,-94.92,23.0 km,3.8
ObjectId("5e00c4e91d3faec122d7e5af"),2019-12-22,11:38:08,16.27,-98.1,11.0 km,3.8
ObjectId("5e00c4e91d3faec122d7e5b1"),2019-12-22,11:34:33,16.03,-97.32,24.0 km,3.3
ObjectId("5e00c4e91d3faec122d7e5b3"),2019-12-22,11:34:19,16.53,-99.23,6.0 km,3.4
ObjectId("5e00c4e91d3faec122d7e5b5"),2019-12-22,11:11:21,17.84,-98.49,55.0 km,3.3
ObjectId("5e0145f01d3faec122d7e70a"),2019-12-23,09:47:55,13.63,-93.22,10.0 km,5.8
ObjectId("5e0145f01d3faec122d7e70c"),2019-12-23,04:02:50,15.98,-98.29,8.0 km,3.2
ObjectId("5e0145f01d3faec122d7e70e"),2019-12-23,03:55:34,16.28,-98.11,15.0 km,3.4
ObjectId("5e0145f01d3faec122d7e710"),2019-12-23,03:55:06,16.3,-97.91,6.0 km,3
ObjectId("5e0145f01d3faec122d7e712"),2019-12-23,03:45:24,16.57,-98.48,7.0 km,3.8
ObjectId("5e0145f01d3faec122d7e714"),2019-12-23,03:43:17,16.82,-98.17,45.0 km,3.4
ObjectId("5e0145f01d3faec122d7e716"),2019-12-23,03:00:58,16.36,-94.59,91.0 km,3.6
ObjectId("5e0145f01d3faec122d7e718"),2019-12-23,02:40:12,16.03,-97.66,27.0 km,3.3
ObjectId("5e0145f01d3faec122d7e71a"),2019-12-23,02:17:30,16.93,-99.06,39.0 km,3.6
ObjectId("5e0145f01d3faec122d7e71c"),2019-12-23,01:43:23,15.16,-94.6,24.0 km,4
ObjectId("5e0145f01d3faec122d7e71e"),2019-12-23,01:36:01,16.55,-99.28,3.0 km,3.5
ObjectId("5e0145f01d3faec122d7e720"),2019-12-23,01:29:36,17.1,-100.2,49.0 km,3.5
ObjectId("5e0145f01d3faec122d7e722"),2019-12-23,00:57:44,17.1,-94.92,126.0 km,3.7
ObjectId("5e0145f01d3faec122d7e724"),2019-12-23,00:22:45,15.72,-92.54,139.0 km,3.6
ObjectId("5e0145f01d3faec122d7e726"),2019-12-23,00:22:07,15.39,-92.96,96.0 km,3.5
ObjectId("5e019d2e1d3faec122d7e81c"),2019-12-23,17:09:44,14.12,-92.21,41.0 km,4.5
ObjectId("5e019d2e1d3faec122d7e81e"),2019-12-23,16:53:51,17.25,-94.6,143.0 km,4
ObjectId("5e019d2e1d3faec122d7e820"),2019-12-23,16:13:38,16.45,-95.16,7.0 km,3.7
ObjectId("5e019d2e1d3faec122d7e822"),2019-12-23,16:10:57,19.35,-104.33,4.0 km,3.3
ObjectId("5e019d2e1d3faec122d7e824"),2019-12-23,16:07:55,14.91,-92.73,73.0 km,4
ObjectId("5e019d2e1d3faec122d7e826"),2019-12-23,14:52:19,18.12,-103.55,13.0 km,3.4
ObjectId("5e019d2e1d3faec122d7e828"),2019-12-23,14:33:32,17.98,-101.52,12.0 km,3.9
ObjectId("5e019d2e1d3faec122d7e82a"),2019-12-23,14:29:43,13.63,-93.14,15.0 km,3.9
ObjectId("5e019d2e1d3faec122d7e82c"),2019-12-23,13:27:27,16.86,-100.18,25.0 km,3.2
ObjectId("5e019d2e1d3faec122d7e82e"),2019-12-23,13:25:44,16.79,-98.55,32.0 km,3.2
ObjectId("5e019d2e1d3faec122d7e830"),2019-12-23,12:39:04,16.21,-98.11,9.0 km,3.2
ObjectId("5e019d2e1d3faec122d7e832"),2019-12-23,12:36:07,16.2,-98.1,6.0 km,3.9
ObjectId("5e019d2e1d3faec122d7e834"),2019-12-23,12:32:22,13.68,-93.18,10.0 km,4
ObjectId("5e019d2e1d3faec122d7e836"),2019-12-23,12:28:50,16.16,-96.59,28.0 km,3.7
ObjectId("5e019d2e1d3faec122d7e838"),2019-12-23,12:15:27,15.45,-93.67,75.0 km,3.9
